
Statistical table extracted on October 12, 2022 (15:26:22)
http://www.ine.pt



Geographic localization (NUTS -2013);Tractors by agricultural holding (No.) by Geographic localization (NUTS -2013) -  Decennial (1) ;
16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;0,1;
16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);0,1;
16G1809: Nelas;0,2;
16G180901: Canas de Senhorim;0,2;
16G180908: Lapa do Lobo;0,1;
16G180903: Nelas;0,2;
16G180905: Senhorim;0,2;
16G180910: União das freguesias de Carvalhal Redondo e Aguieira;0,2;
16G180911: União das freguesias de Santar e Moreira;0,2;
16G180906: Vilar Seco;0,2;
16G1810: Oliveira de Frades;0,2;
16G181002: Arcozelo das Maias;0,2;
16G181005: Pinheiro;0,2;
16G181007: Ribeiradio;0,3;
16G181008: São João da Serra;0,3;
16G181009: São Vicente de Lafões;0,4;
16G181013: União das freguesias de Arca e Varzielas;0,1;
16G181014: União das freguesias de Destriz e Reigoso;0,3;
16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;0,3;
16G1811: Penalva do Castelo;0,1;
16G181102: Castelo de Penalva;0,1;
16G181103: Esmolfe;0,1;
16G181104: Germil;0,2;
16G181105: Ínsua;0,1;
16G181106: Lusinde;0;
16G181109: Pindo;0,1;
16G181110: Real;0,2;
16G181111: Sezures;0,1;
16G181112: Trancozelos;0,1;
16G181114: União das freguesias de Antas e Matela;0,1;
16G181115: União das freguesias de Vila Cova do Covelo/Mareco;0,1;
16G1814: Santa Comba Dão;0,2;
16G181403: Pinheiro de Ázere;0,2;
16G181405: São Joaninho;0,2;
16G181406: São João de Areias;0,1;
16G181410: União das freguesias de Ovoa e Vimieiro;0,2;
16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;0,2;
16G181412: União das freguesias de Treixedo e Nagozela;0,2;
16G1816: São Pedro do Sul;0,2;
16G181602: Bordonhos;0,3;
16G181606: Figueiredo de Alva;0,2;
16G181607: Manhouce;0,2;
16G181608: Pindelo dos Milagres;0,3;
16G181609: Pinho;0,2;
16G181612: São Félix;0,1;
16G181615: Serrazes;0,2;
16G181616: Sul;0,1;
16G181620: União das freguesias de Carvalhais e Candal;0,2;
16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;0,2;
16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;0,1;
16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;0,2;
16G181617: Valadares;0,2;
16G181619: Vila Maior;0,3;
16G1817: Sátão;0,2;
16G181702: Avelal;0,1;
16G181704: Ferreira de Aves;0,2;
16G181706: Mioma;0,1;
16G181707: Rio de Moinhos;0,2;
16G181709: São Miguel de Vila Boa;0,1;
16G181710: Sátão;0,1;
16G181711: Silvã de Cima;0,2;
16G181713: União das freguesias de Águas Boas e Forles;0,1;
16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;0,2;
16G1821: Tondela;0,2;
16G182102: Campo de Besteiros;0,2;
16G182103: Canas de Santa Maria;0,2;
16G182105: Castelões;0,2;
16G182106: Dardavaz;0,3;
16G182107: Ferreirós do Dão;0,2;
16G182108: Guardão;0,1;
16G182109: Lajeosa do Dão;0,2;
16G182110: Lobão da Beira;0,2;
16G182111: Molelos;0,2;
16G182116: Parada de Gonta;0,2;
16G182118: Santiago de Besteiros;0,1;
16G182122: Tonda;0,1;
16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;0,4;
16G182128: União das freguesias de Caparrosa e Silvares;0,2;
16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;0,2;
16G182130: União das freguesias de São João do Monte e Mosteirinho;0,2;
16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;0,1;
16G182132: União das freguesias de Tondela e Nandufe;0,2;
16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;0,2;
16G1822: Vila Nova de Paiva;0,2;
16G182203: Pendilhe;0,1;
16G182204: Queiriga;0,4;
16G182205: Touro;0,2;
16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;0,1;
16G182206: Vila Cova à Coelheira;0,1;
16G1823: Viseu;0,2;
16G182301: Abraveses;0,2;
16G182304: Bodiosa;0,1;
16G182305: Calde;0,3;
16G182306: Campo;0,2;
16G182307: Cavernães;0,3;
16G182310: Cota;0,3;
16G182337: Coutos de Viseu;0,2;
16G182315: Fragosela;0,2;
16G182316: Lordosa;0,3;
16G182318: Mundão;0,2;
16G182319: Orgens;0,2;
16G182320: Povolide;0,1;
16G182321: Ranhados;0,2;
16G182339: Repeses e São Salvador;0,1;
16G182322: Ribafeita;0,2;
16G182323: Rio de Loba;0,1;
16G182325: Santos Evos;0,1;
16G182340: São Cipriano e Vil de Souto;0,2;
16G182327: São João de Lourosa;0,2;
16G182329: São Pedro de France;0,2;
16G182317: Silgueiros;0,3;
16G182335: União das freguesias de Barreiros e Cepões;0,2;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;0,2;
16G182338: Faíl e Vila Chã de Sá;0,2;
16G182341: Viseu;0,3;
16G1824: Vouzela;0,2;
16G182401: Alcofra;0,2;
16G182403: Campia;0,4;
16G182407: Fornelo do Monte;0;
16G182409: Queirã;0,2;
16G182410: São Miguel do Mato;0,2;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;0,2;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;0,2;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;0,4;
16G182411: Ventosa;0,2;
16H: Beira Baixa;0,2;
16H0502: Castelo Branco;0,2;
16H050201: Alcains;0,5;
16H050202: Almaceda;0,1;
16H050203: Benquerenças;0,1;
16H050205: Castelo Branco;0,5;
16H050211: Lardosa;0,3;
16H050212: Louriçal do Campo;0,3;
16H050214: Malpica do Tejo;0,1;
16H050216: Monforte da Beira;0,1;
16H050220: Salgueiro do Campo;0,2;
16H050221: Santo André das Tojeiras;0,2;
16H050222: São Vicente da Beira;0,2;
16H050223: Sarzedas;0,4;
16H050225: Tinalhas;0,1;
16H050226: União das freguesias de Cebolais de Cima e Retaxo;0,1;
16H050227: União das freguesias de Escalos de Baixo e Mata;0,2;
16H050228: União das freguesias de Escalos de Cima e Lousa;0,2;
16H050229: União das freguesias de Freixial e Juncal do Campo;0,2;
16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;0,2;
16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;0,2;
16H0505: Idanha-a-Nova;0,3;
16H050502: Aldeia de Santa Margarida;0,2;
16H050505: Ladoeiro;0,4;
16H050506: Medelim;0,2;
16H050509: Oledo;0,4;
16H050510: Penha Garcia;0,4;
16H050511: Proença-a-Velha;0,2;
16H050512: Rosmaninhal;0,4;
16H050514: São Miguel de Acha;0,2;
16H050516: Toulões;0,1;
16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;0,7;
16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;0,1;
16H050520: União das freguesias de Monsanto e Idanha-a-Velha;0,2;
16H050521: União das freguesias de Zebreira e Segura;0,3;
16H0506: Oleiros;0,2;
16H050601: Álvaro;0;
16H050603: Cambas;0,2;
16H050613: Estreito-Vilar Barroco;0,2;
16H050605: Isna;0,3;
16H050606: Madeirã;0,1;
16H050607: Mosteiro;0,2;
16H050614: Oleiros-Amieira;0,2;
16H050609: Orvalho;0,5;
16H050610: Sarnadas de São Simão;0,1;
16H050611: Sobral;0;
16H0507: Penamacor;0,1;
16H050704: Aranhas;0,2;
16H050706: Benquerença;0,2;
16H050707: Meimão;0,2;
16H050708: Meimoa;0,1;
16H050710: Penamacor;0,2;
16H050711: Salvador;0,1;
16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;0,1;
16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;0,2;
16H050712: Vale da Senhora da Póvoa;0,1;
16H0508: Proença-a-Nova;0,1;
16H050802: Montes da Senhora;0,1;
16H050805: São Pedro do Esteval;0,1;
16H050807: União das freguesias de Proença-a-Nova e Peral;0,1;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;0;
16H0511: Vila Velha de Ródão;0,1;
16H051101: Fratel;0,1;
16H051102: Perais;0,2;
16H051103: Sarnadas de Ródão;0,2;
16H051104: Vila Velha de Ródão;0,1;
16I: Médio Tejo;0,2;
16I1401: Abrantes;0,2;
16I140104: Bemposta;0,7;
16I140119: Carvalhal;0,1;
16I140118: Fontes;0;
16I140105: Martinchel;0,2;
16I140106: Mouriscas;0,2;
16I140107: Pego;0,1;
16I140108: Rio de Moinhos;0,4;
16I140115: Tramagal;0,4;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;0,2;
16I140121: União das freguesias de Aldeia do Mato e Souto;0,1;
16I140122: União das freguesias de Alvega e Concavada;0,3;
16I140123: União das freguesias de São Facundo e Vale das Mós;0,3;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;0,3;
16I1402: Alcanena;0,1;
16I140202: Bugalhos;0,2;
16I140206: Minde;0;
16I140207: Moitas Venda;0,1;
16I140208: Monsanto;0,1;
16I140209: Serra de Santo António;0,3;
16I140211: União das freguesias de Alcanena e Vila Moreira;0,2;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;0,1;
16I1408: Constância;0,2;
16I140801: Constância;0,3;
16I140802: Montalvo;0,2;
16I140803: Santa Margarida da Coutada;0,2;
16I1410: Entroncamento;0,2;
16I141002: Nossa Senhora de Fátima;- -;
16I141001: São João Baptista;0,2;
16I1411: Ferreira do Zêzere;0,2;
16I141101: Águas Belas;0,2;
16I141103: Beco;0,2;
16I141104: Chãos;0,1;
16I141106: Ferreira do Zêzere;0,2;
16I141107: Igreja Nova do Sobral;0,1;
16I141110: Nossa Senhora do Pranto;0,3;
16I141111: União das freguesias de Areias e Pias;0,1;
16I1413: Mação;0,1;
16I141302: Amêndoa;0,2;
16I141303: Cardigos;0,1;
16I141304: Carvoeiro;0,2;
16I141305: Envendos;0,1;
16I141307: Ortiga;0;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;0,1;
16I1421: Ourém;0,2;
16I142101: Alburitel;0,1;
16I142102: Atouguia;0,1;
16I142104: Caxarias;0,2;
16I142105: Espite;0,2;
16I142106: Fátima;0,2;
16I142115: Nossa Senhora da Piedade;0,1;
16I142111: Nossa Senhora das Misericórdias;0,1;
16I142113: Seiça;0,2;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;0,2;
16I142120: União das freguesias de Gondemaria e Olival;0,2;
16I142121: União das freguesias de Matas e Cercal;0,3;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;0,2;
16I142114: Urqueira;0,2;
16I1417: Sardoal;0,1;
16I141701: Alcaravela;0,1;
16I141702: Santiago de Montalegre;0,1;
16I141703: Sardoal;0,1;
16I141704: Valhascos;0;
16I0509: Sertã;0,1;
16I050901: Cabeçudo;0,3;
16I050902: Carvalhal;0,1;
16I050903: Castelo;0,1;
16I050911: Pedrógão Pequeno;0,1;
16I050912: Sertã;0,1;
16I050913: Troviscal;0,1;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;0,1;
16I050916: União das freguesias de Cumeada e Marmeleiro;0,2;
16I050917: União das freguesias de Ermida e Figueiredo;0,1;
16I050914: Várzea dos Cavaleiros;0,1;
16I1418: Tomar;0,2;
16I141802: Asseiceira;0,3;
16I141804: Carregueiros;0,1;
16I141808: Olalhas;0,1;
16I141809: Paialvo;0,2;
16I141814: Sabacheira;0,1;
16I141813: São Pedro de Tomar;0,4;
16I141817: União das freguesias de Além da Ribeira e Pedreira;0,2;
16I141818: União das freguesias de Casais e Alviobeira;0,3;
16I141819: União das freguesias de Madalena e Beselga;0,2;
16I141820: União das freguesias de Serra e Junceira;0,3;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;0,2;
16I1419: Torres Novas;0,3;
16I141902: Assentiz;0,1;
16I141904: Chancelaria;0,2;
16I141917: Meia Via;- -;
16I141909: Pedrógão;0,2;
16I141910: Riachos;0,6;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;0,2;
16I141919: União das freguesias de Olaia e Paço;0,3;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);0,3;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;0,4;
16I141916: Zibreira;0,2;
16I0510: Vila de Rei;0,1;
16I051001: Fundada;0;
16I051002: São João do Peso;0;
16I051003: Vila de Rei;0,1;
16I1420: Vila Nova da Barquinha;0,1;
16I142001: Atalaia;0,1;
16I142002: Praia do Ribatejo;0,1;
16I142003: Tancos;0;
16I142006: Vila Nova da Barquinha;0,2;
16J: Beiras e Serra da Estrela;0,2;
16J0902: Almeida;0,2;
16J090203: Almeida;0,3;
16J090207: Castelo Bom;0,2;
16J090209: Freineda;0,3;
16J090210: Freixo;0,4;
16J090213: Malhada Sorda;0,2;
16J090219: Nave de Haver;0,2;
16J090224: São Pedro de Rio Seco;0,2;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;0,1;
16J090231: União das freguesias de Azinhal, Peva e Valverde;0,3;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;0,1;
16J090233: União das freguesias de Junça e Naves;0,2;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;0,3;
16J090235: União das freguesias de Malpartida e Vale de Coelha;0,4;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;0,1;
16J090227: Vale da Mula;0,4;
16J090229: Vilar Formoso;0,3;
16J0501: Belmonte;0,3;
16J050102: Caria;0,3;
16J050104: Inguias;0,3;
16J050105: Maçainhas;0,2;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;0,3;
16J0903: Celorico da Beira;0,1;
16J090302: Baraçal;0,1;
16J090304: Carrapichana;0,1;
16J090322: Casas do Soeiro;0;
16J090306: Forno Telheiro;0,1;
16J090307: Lajeosa do Mondego;0,1;
16J090308: Linhares;0;
16J090309: Maçal do Chão;0,2;
16J090310: Mesquitela;0,1;
16J090311: Minhocal;0,2;
16J090312: Prados;0,1;
16J090314: Ratoeira;0,2;
16J090323: União das freguesias de Açores e Velosa;0,2;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;0,1;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;0,1;
16J090326: União das freguesias de Rapa e Cadafaz;0,1;
16J090318: Vale de Azares;0,1;
16J0503: Covilhã;0,2;
16J050302: Aldeia de São Francisco de Assis;0,1;
16J050305: Boidobra;0,5;
16J050308: Cortes do Meio;0,1;
16J050309: Dominguizo;0,1;
16J050310: Erada;0,1;
16J050311: Ferro;0,3;
16J050312: Orjais;0,2;
16J050314: Paul;0,1;
16J050315: Peraboa;0,3;
16J050318: São Jorge da Beira;0,1;
16J050322: Sobral de São Miguel;0,2;
16J050324: Tortosendo;0,3;
16J050325: Unhais da Serra;0,1;
16J050332: União das freguesias de Barco e Coutada;0,2;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;0;
16J050334: União das freguesias de Casegas e Ourondo;0,4;
16J050335: União das freguesias de Covilhã e Canhoso;0,3;
16J050336: União das freguesias de Peso e Vales do Rio;0,3;
16J050337: União das freguesias de Teixoso e Sarzedo;0,2;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;0,4;
16J050327: Verdelhos;0;
16J0904: Figueira de Castelo Rodrigo;0,2;
16J090403: Castelo Rodrigo;0,4;
16J090406: Escalhão;0,2;
16J090408: Figueira de Castelo Rodrigo;0,2;
16J090410: Mata de Lobos;0,1;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;0,1;
16J090419: União das freguesias de Almofala e Escarigo;0,1;
16J090420: União das freguesias de Cinco Vilas e Reigada;0,4;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;0,2;
16J090422: União das freguesias do Colmeal e Vilar Torpim;0,2;
16J090415: Vermiosa;0,4;
16J0905: Fornos de Algodres;0,1;
16J090501: Algodres;0,1;
16J090502: Casal Vasco;0,1;
16J090504: Figueiró da Granja;0,1;
16J090505: Fornos de Algodres;0,1;
16J090507: Infias;0,1;
16J090509: Maceira;0,2;
16J090510: Matança;0,1;
16J090511: Muxagata;0,2;
16J090512: Queiriz;0,1;
16J090517: União das freguesias de Cortiçô e Vila Chã;0,1;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;0,1;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;0,2;
16J0504: Fundão;0,2;
16J050401: Alcaide;0,2;
16J050402: Alcaria;0,2;
16J050403: Alcongosta;0,4;
16J050406: Alpedrinha;0,2;
16J050408: Barroca;0,2;
16J050410: Bogas de Cima;0,3;
16J050411: Capinha;0,2;
16J050412: Castelejo;0,3;
16J050413: Castelo Novo;0,2;
16J050431: Enxames;- -;
16J050416: Fatela;0,2;
16J050419: Lavacolhos;0,2;
16J050420: Orca;0,2;
16J050421: Pêro Viseu;0,3;
16J050424: Silvares;0,3;
16J050425: Soalheira;0,2;
16J050426: Souto da Casa;0,1;
16J050427: Telhado;0,2;
16J050432: Três Povos;0,4;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;0,3;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;0,3;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;0,2;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;0,2;
16J0906: Gouveia;0,1;
16J090602: Arcozelo;0,3;
16J090603: Cativelos;0,1;
16J090605: Folgosinho;0,2;
16J090625: Gouveia;0,1;
16J090612: Nespereira;0,1;
16J090613: Paços da Serra;0,2;
16J090614: Ribamondego;0,1;
16J090617: São Paio;0,1;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;0,1;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;0,1;
16J090626: União das freguesias de Melo e Nabais;0,1;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;0,1;
16J090628: União das freguesias de Rio Torto e Lagarinhos;0,1;
16J090619: Vila Cortês da Serra;0;
16J090620: Vila Franca da Serra;0;
16J090621: Vila Nova de Tazem;0,1;
16J0907: Guarda;0,2;
16J090766: Adão;0,3;
16J090703: Aldeia do Bispo;0,1;
16J090704: Aldeia Viçosa;0,2;
16J090705: Alvendre;0,1;
16J090706: Arrifana;0,4;
16J090708: Avelãs da Ribeira;0,2;
16J090709: Benespera;0,1;
16J090711: Casal de Cinza;0,3;
16J090712: Castanheira;0,2;
16J090713: Cavadoude;0,1;
16J090714: Codesseiro;0,2;
16J090716: Faia;0,2;
16J090717: Famalicão;0;
16J090718: Fernão Joanes;0;
16J090757: Gonçalo;0,2;
16J090721: Gonçalo Bocas;0,3;
16J090758: Guarda;0,3;
16J090759: Jarmelo São Miguel;0,3;
16J090760: Jarmelo São Pedro;0,4;
16J090722: João Antão;0,2;
16J090723: Maçainhas;0,2;
16J090724: Marmeleiro;0,2;
16J090725: Meios;0,1;
16J090728: Panoias de Cima;0,3;
16J090729: Pega;0,2;
16J090730: Pêra do Moço;0,3;
16J090732: Porto da Carne;0,3;
16J090734: Ramela;0;
16J090738: Santana da Azinha;0,3;
16J090744: Sobral da Serra;0,1;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;0,2;
16J090762: União de freguesias de Corujeira e Trinta;0,2;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;0;
16J090764: União de freguesias de Pousade e Albardo;0,2;
16J090765: União de freguesias de Rochoso e Monte Margarida;0,2;
16J090746: Vale de Estrela;0,3;
16J090747: Valhelhas;0,1;
16J090748: Vela;0,1;
16J090749: Videmonte;0,2;
16J090750: Vila Cortês do Mondego;0,1;
16J090751: Vila Fernando;0,2;
16J090752: Vila Franca do Deão;0,2;
16J090753: Vila Garcia;0,3;
16J0908: Manteigas;0,1;
16J090802: Manteigas (Santa Maria);0;
16J090803: Manteigas (São Pedro);0,2;
16J090801: Sameiro;0;
16J090804: Vale de Amoreira;0,1;
16J0909: Mêda;0,2;
16J090901: Aveloso;0,1;
16J090902: Barreira;0,2;
16J090905: Coriscada;0,4;
16J090907: Longroiva;0,2;
16J090908: Marialva;0,2;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;0,2;
16J090912: Poço do Canto;0,1;
16J090918: Prova e Casteição;0,2;
16J090914: Rabaçal;0,3;
16J090915: Ranhados;0,2;
16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;0,2;
16J0910: Pinhel;0,3;
16J091028: Agregação das freguesias Sul de Pinhel;0,2;
16J091032: Alto do Palurdo;0,2;
16J091029: Alverca da Beira/Bouça Cova;0,2;
16J091009: Ervedosa;0,2;
16J091010: Freixedas;0,4;
16J091012: Lamegal;0,3;
16J091013: Lameiras;0,3;
16J091014: Manigoto;0,3;
16J091015: Pala;0,5;
16J091017: Pinhel;0,2;
16J091018: Pínzio;0,4;
16J091024: Souro Pires;0,3;
16J091030: Terras de Massueime;0,4;
16J091035: União das freguesias de Atalaia e Safurdão;0,3;
16J091031: Valbom/Bogalhal;0,2;
16J091033: Vale do Côa;0,2;
16J091034: Vale do Massueime;0,2;
16J091027: Vascoveiro;0,4;
16J0911: Sabugal;0,2;
16J091101: Águas Belas;0,2;
16J091103: Aldeia da Ponte;0,3;
16J091102: Aldeia do Bispo;0,1;
16J091106: Aldeia Velha;0,1;
16J091107: Alfaiates;0,2;
16J091109: Baraçal;0,2;
16J091110: Bendada;0,2;
16J091111: Bismula;0,1;
16J091112: Casteleiro;0,2;
16J091113: Cerdeira;0,3;
16J091114: Fóios;0,4;
16J091118: Malcata;0,1;
16J091120: Nave;0,1;
16J091123: Quadrazais;0,1;
16J091124: Quintas de São Bartolomeu;0,2;
16J091125: Rapoula do Côa;0,3;
16J091126: Rebolosa;0,3;
16J091127: Rendo;0,3;
16J091133: Sortelha;0,2;
16J091134: Souto;0,4;
16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;0,2;
16J091142: União das freguesias de Lajeosa e Forcalhos;0,2;
16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;0,2;
16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;0,2;
16J091146: União das freguesias de Santo Estêvão e Moita;0,1;
16J091147: União das freguesias de Seixo do Côa e Vale Longo;0,1;
16J091145: União das freguesias do Sabugal e Aldeia de Santo António;0,2;
16J091136: Vale de Espinho;0,1;
16J091138: Vila Boa;0,2;
16J091139: Vila do Touro;0,2;
16J0912: Seia;0,1;
16J091201: Alvoco da Serra;0;
16J091205: Girabolhos;0,1;
16J091207: Loriga;0;
16J091208: Paranhos;0,1;
16J091209: Pinhanços;0,1;
16J091210: Sabugueiro;0;
16J091212: Sandomil;0,1;
16J091213: Santa Comba;0,2;
16J091216: Santiago;0;
16J091219: Sazes da Beira;0;
16J091221: Teixeira;0;
16J091224: Travancinha;0;
16J091230: União das freguesias de Carragozela e Várzea de Meruge;0;
16J091231: União das freguesias de Sameice e Santa Eulália;0,1;
16J091232: União das freguesias de Santa Marinha e São Martinho;0,1;
16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;0,1;
16J091234: União das freguesias de Torrozelo e Folhadosa;0,1;
16J091235: União das freguesias de Tourais e Lajes;0,2;
16J091236: União das freguesias de Vide e Cabeça;0;
16J091225: Valezim;0;
16J091228: Vila Cova à Coelheira;0,4;
16J0913: Trancoso;0,2;
16J091301: Aldeia Nova;0,1;
16J091303: Castanheira;0,2;
16J091304: Cogula;0,2;
16J091305: Cótimos;0,3;
16J091307: Fiães;0,2;
16J091309: Granja;0,3;
16J091310: Guilheiro;0,2;
16J091311: Moimentinha;0,2;
16J091312: Moreira de Rei;0,2;
16J091313: Palhais;0,3;
16J091314: Póvoa do Concelho;0,4;
16J091315: Reboleiro;0,3;
16J091316: Rio de Mel;0,3;
16J091321: Tamanhos;0,1;
16J091330: União das freguesias de Freches e Torres;0,2;
16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;0,1;
16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;0,2;
16J091333: União das freguesias de Vale do Seixo e Vila Garcia;0,3;
16J091334: União das freguesias de Vila Franca das Naves e Feital;0,3;
16J091335: União das freguesias de Vilares e Carnicães;0,2;
16J091325: Valdujo;0,1;
17: Área Metropolitana de Lisboa;0,4;
170: Área Metropolitana de Lisboa;0,4;
1701502: Alcochete;0,3;
170150201: Alcochete;0,4;
170150202: Samouco;0,1;
170150203: São Francisco;0,2;
1701503: Almada;0,3;
170150303: Costa da Caparica;0,4;
170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;0,5;
170150313: União das freguesias de Caparica e Trafaria;0,2;
170150314: União das freguesias de Charneca de Caparica e Sobreda;0,3;
170150315: União das freguesias de Laranjeiro e Feijó;0,8;
1701115: Amadora;0,4;
170111512: Alfragide;0,5;
170111513: Águas Livres;1;
170111514: Encosta do Sol;0,3;
170111515: Falagueira-Venda Nova;1;
170111516: Mina de Água;0,2;
170111517: Venteira;0;
1701504: Barreiro;0,2;
170150407: Santo António da Charneca;0,2;
170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;0,2;
170150410: União das freguesias de Barreiro e Lavradio;0,4;
170150411: União das freguesias de Palhais e Coina;0,2;
1701105: Cascais;0,6;
170110501: Alcabideche;0,5;
170110506: São Domingos de Rana;0,6;
170110507: União das freguesias de Carcavelos e Parede;0,4;
170110508: União das freguesias de Cascais e Estoril;0,5;
1701106: Lisboa;0,4;
170110601: Ajuda;- -;
170110602: Alcântara;- -;
170110654: Alvalade;- -;
170110655: Areeiro;- -;
170110656: Arroios;- -;
170110657: Avenidas Novas;- -;
170110607: Beato;- -;
170110658: Belém;- -;
170110608: Benfica;- -;
170110659: Campo de Ourique;- -;
170110610: Campolide;- -;
170110611: Carnide;- -;
170110660: Estrela;- -;
170110618: Lumiar;- -;
170110621: Marvila;- -;
170110661: Misericórdia;- -;
170110633: Olivais;- -;
170110662: Parque das Nações;- -;
170110663: Penha de França;- -;
170110664: Santa Clara;- -;
170110665: Santa Maria Maior;- -;
170110666: Santo António;- -;
170110639: São Domingos de Benfica;- -;
170110667: São Vicente;- -;
1701107: Loures;0,3;
170110702: Bucelas;0,2;
170110705: Fanhões;0,1;
170110707: Loures;0,5;
170110708: Lousa;0,3;
170110731: União das freguesias de Camarate, Unhos e Apelação;0,3;
170110726: União das freguesias de Moscavide e Portela;- -;
170110727: União das freguesias de Sacavém e Prior Velho;- -;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;0,3;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;0,3;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;0,4;
1701109: Mafra;0,3;
170110902: Carvoeira;0,4;
170110904: Encarnação;0,3;
170110906: Ericeira;0,4;
170110909: Mafra;0,3;
170110911: Milharado;0,2;
170110913: Santo Isidoro;0,2;
170110918: União das freguesias de Azueira e Sobral da Abelheira;0,3;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;0,3;
170110920: União das freguesias de Igreja Nova e Cheleiros;0,6;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;0,5;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;0,3;
1701506: Moita;0,3;
170150601: Alhos Vedros;0,2;
170150603: Moita;0,3;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;0,3;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;0;
